Genome Name,Cluster,Cluster7,Cluster14,Cluster56,Cluster365,Cluster1SNP,Cluster2SNP,Cluster3SNP,Cluster5SNP,Cluster10SNP,Cluster15SNP,Cluster20SNP,Cluster25SNP,Cluster50SNP
K113697,Kiambu sub-County Hospital42,Kiambu sub-County Hospital52,Kiambu sub-County Hospital43,Kiambu sub-County Hospital38,Kiambu sub-County Hospital37,Kiambu sub-County Hospital45,Kiambu sub-County Hospital43,Kiambu sub-County Hospital42,Kiambu sub-County Hospital42,Kiambu sub-County Hospital42,Kiambu sub-County Hospital41,Kiambu sub-County Hospital41,Kiambu sub-County Hospital41,Kiambu sub-County Hospital40
K113698,Kiambu sub-County Hospital42,Kiambu sub-County Hospital52,Kiambu sub-County Hospital43,Kiambu sub-County Hospital38,Kiambu sub-County Hospital37,Kiambu sub-County Hospital45,Kiambu sub-County Hospital43,Kiambu sub-County Hospital42,Kiambu sub-County Hospital42,Kiambu sub-County Hospital42,Kiambu sub-County Hospital41,Kiambu sub-County Hospital41,Kiambu sub-County Hospital41,Kiambu sub-County Hospital40
K113751,Kiambu sub-County Hospital42,Kiambu sub-County Hospital53,Kiambu sub-County Hospital43,Kiambu sub-County Hospital38,Kiambu sub-County Hospital37,Kiambu sub-County Hospital45,Kiambu sub-County Hospital43,Kiambu sub-County Hospital42,Kiambu sub-County Hospital42,Kiambu sub-County Hospital42,Kiambu sub-County Hospital41,Kiambu sub-County Hospital41,Kiambu sub-County Hospital41,Kiambu sub-County Hospital40
K113752,Kiambu sub-County Hospital42,Kiambu sub-County Hospital53,Kiambu sub-County Hospital43,Kiambu sub-County Hospital38,Kiambu sub-County Hospital37,Kiambu sub-County Hospital45,Kiambu sub-County Hospital43,Kiambu sub-County Hospital42,Kiambu sub-County Hospital42,Kiambu sub-County Hospital42,Kiambu sub-County Hospital41,Kiambu sub-County Hospital41,Kiambu sub-County Hospital41,Kiambu sub-County Hospital40
K113753,Kiambu sub-County Hospital42,Kiambu sub-County Hospital53,Kiambu sub-County Hospital43,Kiambu sub-County Hospital38,Kiambu sub-County Hospital37,Kiambu sub-County Hospital45,Kiambu sub-County Hospital43,Kiambu sub-County Hospital42,Kiambu sub-County Hospital42,Kiambu sub-County Hospital42,Kiambu sub-County Hospital41,Kiambu sub-County Hospital41,Kiambu sub-County Hospital41,Kiambu sub-County Hospital40
K113974,Kilifi44,Kilifi54,Kilifi45,Kilifi40,Kilifi39,Kilifi47,Kilifi45,Kilifi44,Kilifi44,Kilifi44,Kilifi43,Kilifi43,Kilifi43,Kilifi42
K114233,Kilifi45,Kilifi55,Kilifi46,Kilifi41,Kilifi40,Kilifi48,Kilifi46,Kilifi45,Kilifi45,Kilifi45,Kilifi44,Kilifi44,Kilifi44,Kilifi43
K114426,Mbagathi46,Mbagathi56,Mbagathi47,Mbagathi42,Mbagathi41,Mbagathi49,Mbagathi47,Mbagathi46,Mbagathi46,Mbagathi46,Mbagathi45,Mbagathi45,Mbagathi45,Mbagathi44
K114427,Mbagathi47,Mbagathi57,Mbagathi48,Mbagathi43,Mbagathi42,Mbagathi50,Mbagathi48,Mbagathi47,Mbagathi47,Mbagathi47,Mbagathi46,Mbagathi46,Mbagathi46,Mbagathi45
K115514,Kilifi49,Kilifi59,Kilifi50,Kilifi45,Kilifi44,Kilifi52,Kilifi50,Kilifi49,Kilifi49,Kilifi49,Kilifi48,Kilifi48,Kilifi48,Kilifi47
K115359,Kilifi50,Kilifi60,Kilifi51,Kilifi46,Kilifi45,Kilifi53,Kilifi51,Kilifi50,Kilifi50,Kilifi50,Kilifi49,Kilifi49,Kilifi49,Kilifi48
K116433,Kilifi51,Kilifi61,Kilifi52,Kilifi47,Kilifi46,Kilifi54,Kilifi52,Kilifi51,Kilifi51,Kilifi51,Kilifi50,Kilifi50,Kilifi50,Kilifi49
K117119,Mbagathi52,Mbagathi62,Mbagathi53,Mbagathi48,Mbagathi41,Mbagathi55,Mbagathi53,Mbagathi52,Mbagathi52,Mbagathi52,Mbagathi51,Mbagathi51,Mbagathi51,Mbagathi50
K117566,Mbagathi54,Mbagathi64,Mbagathi55,Mbagathi48,Mbagathi41,Mbagathi57,Mbagathi55,Mbagathi54,Mbagathi54,Mbagathi54,Mbagathi53,Mbagathi53,Mbagathi53,Mbagathi52
K117570,Mbagathi54,Mbagathi64,Mbagathi55,Mbagathi48,Mbagathi41,Mbagathi57,Mbagathi55,Mbagathi54,Mbagathi54,Mbagathi54,Mbagathi53,Mbagathi53,Mbagathi53,Mbagathi52
K117578,Mbagathi54,Mbagathi64,Mbagathi55,Mbagathi48,Mbagathi41,Mbagathi57,Mbagathi55,Mbagathi54,Mbagathi54,Mbagathi54,Mbagathi53,Mbagathi53,Mbagathi53,Mbagathi52
K117581,Mbagathi54,Mbagathi64,Mbagathi55,Mbagathi48,Mbagathi41,Mbagathi59,Mbagathi57,Mbagathi56,Mbagathi54,Mbagathi54,Mbagathi53,Mbagathi53,Mbagathi53,Mbagathi52
K117590,Mbagathi54,Mbagathi64,Mbagathi55,Mbagathi48,Mbagathi41,Mbagathi57,Mbagathi55,Mbagathi54,Mbagathi54,Mbagathi54,Mbagathi53,Mbagathi53,Mbagathi53,Mbagathi52
K117662,Mbagathi54,Mbagathi64,Mbagathi55,Mbagathi48,Mbagathi41,Mbagathi57,Mbagathi55,Mbagathi54,Mbagathi54,Mbagathi54,Mbagathi53,Mbagathi53,Mbagathi53,Mbagathi52
K117664,Mbagathi54,Mbagathi64,Mbagathi55,Mbagathi48,Mbagathi41,Mbagathi60,Mbagathi58,Mbagathi57,Mbagathi56,Mbagathi54,Mbagathi53,Mbagathi53,Mbagathi53,Mbagathi52
K117666,Mbagathi54,Mbagathi64,Mbagathi55,Mbagathi48,Mbagathi41,Mbagathi57,Mbagathi55,Mbagathi54,Mbagathi54,Mbagathi54,Mbagathi53,Mbagathi53,Mbagathi53,Mbagathi52
K117768,Mbagathi54,Mbagathi66,Mbagathi55,Mbagathi48,Mbagathi41,Mbagathi57,Mbagathi55,Mbagathi54,Mbagathi54,Mbagathi54,Mbagathi53,Mbagathi53,Mbagathi53,Mbagathi52
K117577,Mbagathi55,Mbagathi65,Mbagathi56,Mbagathi50,Mbagathi48,Mbagathi58,Mbagathi56,Mbagathi55,Mbagathi55,Mbagathi55,Mbagathi54,Mbagathi54,Mbagathi54,Mbagathi53
K117942,Mbagathi54,Mbagathi68,Mbagathi58,Mbagathi48,Mbagathi41,Mbagathi62,Mbagathi60,Mbagathi59,Mbagathi58,Mbagathi54,Mbagathi53,Mbagathi53,Mbagathi53,Mbagathi52
K117971,Mbagathi54,Mbagathi68,Mbagathi58,Mbagathi48,Mbagathi41,Mbagathi57,Mbagathi55,Mbagathi54,Mbagathi54,Mbagathi54,Mbagathi53,Mbagathi53,Mbagathi53,Mbagathi52
K117779,Mbagathi56,Mbagathi67,Mbagathi57,Mbagathi51,Mbagathi49,Mbagathi61,Mbagathi59,Mbagathi58,Mbagathi57,Mbagathi56,Mbagathi55,Mbagathi53,Mbagathi53,Mbagathi52
K117956,Kilifi57,Kilifi69,Kilifi59,Kilifi52,Kilifi50,Kilifi63,Kilifi61,Kilifi60,Kilifi59,Kilifi57,Kilifi56,Kilifi55,Kilifi55,Kilifi54
K118062,Kilifi57,Kilifi73,Kilifi59,Kilifi52,Kilifi50,Kilifi67,Kilifi65,Kilifi64,Kilifi59,Kilifi57,Kilifi56,Kilifi55,Kilifi55,Kilifi54
K118071,Kilifi57,Kilifi73,Kilifi59,Kilifi52,Kilifi50,Kilifi68,Kilifi66,Kilifi65,Kilifi59,Kilifi57,Kilifi56,Kilifi55,Kilifi55,Kilifi54
K117990,Kilifi58,Kilifi70,Kilifi60,Kilifi53,Kilifi51,Kilifi64,Kilifi62,Kilifi61,Kilifi60,Kilifi58,Kilifi57,Kilifi56,Kilifi56,Kilifi54
K117991,Kilifi59,Kilifi71,Kilifi61,Kilifi54,Kilifi52,Kilifi65,Kilifi63,Kilifi62,Kilifi61,Kilifi59,Kilifi58,Kilifi57,Kilifi57,Kilifi55
K118002,Kilifi60,Kilifi72,Kilifi62,Kilifi55,Kilifi53,Kilifi66,Kilifi64,Kilifi63,Kilifi62,Kilifi60,Kilifi59,Kilifi58,Kilifi55,Kilifi54
K118802,Kilifi61,Kilifi74,Kilifi63,Kilifi56,Kilifi54,Kilifi69,Kilifi67,Kilifi66,Kilifi63,Kilifi61,Kilifi60,Kilifi59,Kilifi58,Kilifi56
K120547,Kilifi62,Kilifi75,Kilifi64,Kilifi57,Kilifi55,Kilifi70,Kilifi68,Kilifi67,Kilifi64,Kilifi62,Kilifi61,Kilifi60,Kilifi59,Kilifi57
K120784,Kilifi64,Kilifi77,Kilifi66,Kilifi59,Kilifi57,Kilifi72,Kilifi70,Kilifi69,Kilifi66,Kilifi64,Kilifi63,Kilifi62,Kilifi61,Kilifi59
K120896,Kilifi65,Kilifi78,Kilifi67,Kilifi60,Kilifi58,Kilifi73,Kilifi71,Kilifi70,Kilifi67,Kilifi65,Kilifi64,Kilifi63,Kilifi62,Kilifi59
K60308,Kilifi82,Kilifi97,Kilifi86,Kilifi77,Kilifi74,Kilifi92,Kilifi89,Kilifi88,Kilifi84,Kilifi82,Kilifi79,Kilifi78,Kilifi77,Kilifi74
K60695,Kilifi83,Kilifi98,Kilifi87,Kilifi78,Kilifi75,Kilifi93,Kilifi90,Kilifi89,Kilifi85,Kilifi83,Kilifi80,Kilifi79,Kilifi78,Kilifi75
K60726,Kilifi85,Kilifi100,Kilifi89,Kilifi80,Kilifi77,Kilifi95,Kilifi92,Kilifi91,Kilifi87,Kilifi85,Kilifi82,Kilifi81,Kilifi80,Kilifi75
K60733,Kilifi86,Kilifi101,Kilifi90,Kilifi81,Kilifi64,Kilifi96,Kilifi93,Kilifi92,Kilifi88,Kilifi86,Kilifi82,Kilifi81,Kilifi80,Kilifi75
K60739,Kilifi86,Kilifi101,Kilifi90,Kilifi81,Kilifi64,Kilifi98,Kilifi95,Kilifi92,Kilifi88,Kilifi86,Kilifi82,Kilifi81,Kilifi80,Kilifi75
K60826,Kilifi86,Kilifi103,Kilifi90,Kilifi81,Kilifi64,Kilifi99,Kilifi93,Kilifi92,Kilifi88,Kilifi86,Kilifi82,Kilifi81,Kilifi80,Kilifi75
K60827,Kilifi86,Kilifi103,Kilifi90,Kilifi81,Kilifi64,Kilifi100,Kilifi96,Kilifi94,Kilifi88,Kilifi86,Kilifi82,Kilifi81,Kilifi80,Kilifi75
K60883,Kilifi86,Kilifi103,Kilifi90,Kilifi81,Kilifi64,Kilifi96,Kilifi93,Kilifi92,Kilifi88,Kilifi86,Kilifi82,Kilifi81,Kilifi80,Kilifi75
K60914,Kilifi86,Kilifi103,Kilifi90,Kilifi81,Kilifi64,Kilifi101,Kilifi97,Kilifi95,Kilifi90,Kilifi86,Kilifi82,Kilifi81,Kilifi80,Kilifi75
K60930,Kilifi86,Kilifi103,Kilifi90,Kilifi81,Kilifi64,Kilifi96,Kilifi93,Kilifi92,Kilifi88,Kilifi86,Kilifi82,Kilifi81,Kilifi80,Kilifi75
K60737,Kilifi87,Kilifi102,Kilifi91,Kilifi82,Kilifi78,Kilifi97,Kilifi94,Kilifi93,Kilifi89,Kilifi87,Kilifi83,Kilifi82,Kilifi81,Kilifi77
K61157,Kilifi88,Kilifi107,Kilifi95,Kilifi83,Kilifi79,Kilifi105,Kilifi101,Kilifi99,Kilifi94,Kilifi88,Kilifi84,Kilifi82,Kilifi81,Kilifi77
K60953,Kilifi89,Kilifi105,Kilifi93,Kilifi84,Kilifi80,Kilifi103,Kilifi99,Kilifi97,Kilifi92,Kilifi89,Kilifi85,Kilifi83,Kilifi82,Kilifi78
K60952,Kilifi90,Kilifi106,Kilifi94,Kilifi85,Kilifi81,Kilifi104,Kilifi100,Kilifi98,Kilifi93,Kilifi90,Kilifi86,Kilifi84,Kilifi83,Kilifi79
K61271,Kilifi91,Kilifi108,Kilifi96,Kilifi86,Kilifi82,Kilifi106,Kilifi102,Kilifi100,Kilifi95,Kilifi91,Kilifi87,Kilifi85,Kilifi84,Kilifi80
K61918,Kilifi92,Kilifi109,Kilifi97,Kilifi87,Kilifi83,Kilifi107,Kilifi103,Kilifi101,Kilifi96,Kilifi92,Kilifi88,Kilifi86,Kilifi85,Kilifi81
K63004,Kilifi94,Kilifi111,Kilifi99,Kilifi89,Kilifi85,Kilifi109,Kilifi105,Kilifi103,Kilifi98,Kilifi94,Kilifi90,Kilifi88,Kilifi87,Kilifi83
K63770,Kilifi95,Kilifi112,Kilifi100,Kilifi90,Kilifi86,Kilifi110,Kilifi106,Kilifi104,Kilifi99,Kilifi95,Kilifi91,Kilifi89,Kilifi88,Kilifi84
K64476,Kilifi96,Kilifi113,Kilifi101,Kilifi91,Kilifi87,Kilifi111,Kilifi107,Kilifi105,Kilifi100,Kilifi96,Kilifi92,Kilifi90,Kilifi89,Kilifi85
K64602,Kilifi98,Kilifi115,Kilifi103,Kilifi93,Kilifi89,Kilifi113,Kilifi109,Kilifi107,Kilifi102,Kilifi98,Kilifi94,Kilifi92,Kilifi91,Kilifi87
K64631,Kilifi98,Kilifi115,Kilifi103,Kilifi93,Kilifi89,Kilifi114,Kilifi110,Kilifi108,Kilifi103,Kilifi98,Kilifi94,Kilifi92,Kilifi91,Kilifi87
K65002,Kilifi100,Kilifi117,Kilifi105,Kilifi95,Kilifi91,Kilifi116,Kilifi112,Kilifi110,Kilifi105,Kilifi100,Kilifi96,Kilifi94,Kilifi93,Kilifi89
K65516,Kilifi102,Kilifi119,Kilifi107,Kilifi97,Kilifi93,Kilifi118,Kilifi114,Kilifi112,Kilifi107,Kilifi102,Kilifi98,Kilifi96,Kilifi95,Kilifi91
K65587,Kilifi103,Kilifi120,Kilifi108,Kilifi98,Kilifi94,Kilifi119,Kilifi115,Kilifi113,Kilifi108,Kilifi103,Kilifi99,Kilifi97,Kilifi96,Kilifi92
K65614,Kilifi104,Kilifi121,Kilifi109,Kilifi99,Kilifi92,Kilifi120,Kilifi116,Kilifi114,Kilifi109,Kilifi104,Kilifi100,Kilifi98,Kilifi97,Kilifi93
K65830,Kilifi105,Kilifi122,Kilifi110,Kilifi100,Kilifi95,Kilifi121,Kilifi117,Kilifi115,Kilifi110,Kilifi105,Kilifi101,Kilifi99,Kilifi98,Kilifi94
K65858,Kilifi106,Kilifi123,Kilifi111,Kilifi101,Kilifi96,Kilifi122,Kilifi118,Kilifi116,Kilifi111,Kilifi106,Kilifi102,Kilifi100,Kilifi99,Kilifi95
K65881,Kilifi106,Kilifi123,Kilifi111,Kilifi101,Kilifi96,Kilifi122,Kilifi118,Kilifi116,Kilifi111,Kilifi106,Kilifi102,Kilifi100,Kilifi99,Kilifi95
K65889,Kilifi106,Kilifi123,Kilifi111,Kilifi101,Kilifi96,Kilifi122,Kilifi118,Kilifi116,Kilifi111,Kilifi106,Kilifi102,Kilifi100,Kilifi99,Kilifi95
K65885,Kilifi107,Kilifi124,Kilifi112,Kilifi102,Kilifi97,Kilifi124,Kilifi120,Kilifi118,Kilifi113,Kilifi107,Kilifi103,Kilifi101,Kilifi100,Kilifi96
K65962,Kilifi108,Kilifi125,Kilifi113,Kilifi103,Kilifi98,Kilifi125,Kilifi121,Kilifi119,Kilifi114,Kilifi108,Kilifi104,Kilifi102,Kilifi101,Kilifi97
K65931,Kilifi109,Kilifi126,Kilifi114,Kilifi104,Kilifi99,Kilifi126,Kilifi122,Kilifi120,Kilifi115,Kilifi109,Kilifi105,Kilifi103,Kilifi102,Kilifi98
K66013,Kilifi110,Kilifi127,Kilifi115,Kilifi105,Kilifi100,Kilifi127,Kilifi123,Kilifi121,Kilifi116,Kilifi110,Kilifi106,Kilifi104,Kilifi103,Kilifi99
K66044,Kilifi111,Kilifi128,Kilifi116,Kilifi106,Kilifi101,Kilifi128,Kilifi124,Kilifi122,Kilifi117,Kilifi111,Kilifi107,Kilifi105,Kilifi104,Kilifi100
K66181,Kilifi112,Kilifi129,Kilifi117,Kilifi107,Kilifi102,Kilifi129,Kilifi125,Kilifi123,Kilifi118,Kilifi112,Kilifi108,Kilifi106,Kilifi105,Kilifi101
K66470,Kilifi113,Kilifi130,Kilifi118,Kilifi108,Kilifi103,Kilifi130,Kilifi126,Kilifi124,Kilifi119,Kilifi113,Kilifi109,Kilifi107,Kilifi106,Kilifi102
K66673,Kilifi114,Kilifi131,Kilifi119,Kilifi109,Kilifi104,Kilifi131,Kilifi127,Kilifi125,Kilifi120,Kilifi114,Kilifi110,Kilifi108,Kilifi107,Kilifi103
K66721,Kilifi115,Kilifi132,Kilifi120,Kilifi110,Kilifi97,Kilifi132,Kilifi128,Kilifi126,Kilifi121,Kilifi115,Kilifi111,Kilifi109,Kilifi108,Kilifi104
K66722,Kilifi116,Kilifi133,Kilifi121,Kilifi111,Kilifi105,Kilifi133,Kilifi129,Kilifi127,Kilifi122,Kilifi116,Kilifi112,Kilifi110,Kilifi109,Kilifi105
K66761,Kilifi117,Kilifi134,Kilifi122,Kilifi112,Kilifi106,Kilifi134,Kilifi130,Kilifi128,Kilifi123,Kilifi117,Kilifi113,Kilifi111,Kilifi110,Kilifi106
K66762,Kilifi117,Kilifi134,Kilifi122,Kilifi112,Kilifi106,Kilifi134,Kilifi130,Kilifi128,Kilifi123,Kilifi117,Kilifi113,Kilifi111,Kilifi110,Kilifi106
K66778,Kilifi117,Kilifi134,Kilifi122,Kilifi112,Kilifi106,Kilifi134,Kilifi130,Kilifi128,Kilifi123,Kilifi117,Kilifi113,Kilifi111,Kilifi110,Kilifi106
K66793,Kilifi117,Kilifi134,Kilifi122,Kilifi112,Kilifi106,Kilifi134,Kilifi130,Kilifi128,Kilifi123,Kilifi117,Kilifi113,Kilifi111,Kilifi110,Kilifi106
K66840,Kilifi117,Kilifi135,Kilifi122,Kilifi112,Kilifi106,Kilifi134,Kilifi130,Kilifi128,Kilifi123,Kilifi117,Kilifi113,Kilifi111,Kilifi110,Kilifi106
K66997,Kilifi118,Kilifi136,Kilifi123,Kilifi113,Kilifi107,Kilifi135,Kilifi131,Kilifi129,Kilifi124,Kilifi118,Kilifi114,Kilifi112,Kilifi111,Kilifi107
K67202,Kilifi119,Kilifi137,Kilifi124,Kilifi114,Kilifi108,Kilifi136,Kilifi132,Kilifi130,Kilifi125,Kilifi119,Kilifi115,Kilifi113,Kilifi112,Kilifi108
K67403,Kilifi120,Kilifi138,Kilifi125,Kilifi115,Kilifi109,Kilifi137,Kilifi133,Kilifi131,Kilifi126,Kilifi120,Kilifi116,Kilifi114,Kilifi113,Kilifi109
K67467,Kilifi121,Kilifi139,Kilifi126,Kilifi114,Kilifi108,Kilifi138,Kilifi134,Kilifi132,Kilifi127,Kilifi121,Kilifi117,Kilifi115,Kilifi114,Kilifi110
K67468,Kilifi122,Kilifi140,Kilifi127,Kilifi116,Kilifi110,Kilifi139,Kilifi135,Kilifi133,Kilifi128,Kilifi122,Kilifi118,Kilifi116,Kilifi115,Kilifi111
K67480,Kilifi122,Kilifi140,Kilifi127,Kilifi116,Kilifi110,Kilifi139,Kilifi135,Kilifi133,Kilifi128,Kilifi122,Kilifi118,Kilifi116,Kilifi115,Kilifi111
K67503,Kilifi122,Kilifi140,Kilifi127,Kilifi116,Kilifi110,Kilifi139,Kilifi135,Kilifi133,Kilifi128,Kilifi122,Kilifi118,Kilifi116,Kilifi115,Kilifi111
K67469,Kilifi123,Kilifi141,Kilifi128,Kilifi117,Kilifi111,Kilifi140,Kilifi136,Kilifi134,Kilifi129,Kilifi123,Kilifi119,Kilifi117,Kilifi116,Kilifi112
K67470,Kilifi124,Kilifi142,Kilifi129,Kilifi118,Kilifi112,Kilifi141,Kilifi137,Kilifi135,Kilifi130,Kilifi124,Kilifi120,Kilifi118,Kilifi117,Kilifi113
K67635,Kilifi125,Kilifi143,Kilifi130,Kilifi119,Kilifi113,Kilifi142,Kilifi138,Kilifi136,Kilifi131,Kilifi125,Kilifi121,Kilifi119,Kilifi118,Kilifi114
K67641,Kilifi125,Kilifi143,Kilifi130,Kilifi119,Kilifi113,Kilifi142,Kilifi138,Kilifi136,Kilifi131,Kilifi125,Kilifi121,Kilifi119,Kilifi118,Kilifi114
K67645,Kilifi125,Kilifi143,Kilifi130,Kilifi119,Kilifi113,Kilifi142,Kilifi138,Kilifi136,Kilifi131,Kilifi125,Kilifi121,Kilifi119,Kilifi118,Kilifi114
K67713,Kilifi126,Kilifi144,Kilifi131,Kilifi120,Kilifi114,Kilifi143,Kilifi139,Kilifi137,Kilifi132,Kilifi126,Kilifi122,Kilifi120,Kilifi119,Kilifi115
K67756,Kilifi127,Kilifi145,Kilifi132,Kilifi121,Kilifi115,Kilifi144,Kilifi140,Kilifi138,Kilifi133,Kilifi127,Kilifi123,Kilifi121,Kilifi120,Kilifi116
K67759,Kilifi127,Kilifi145,Kilifi132,Kilifi121,Kilifi115,Kilifi144,Kilifi140,Kilifi138,Kilifi133,Kilifi127,Kilifi123,Kilifi121,Kilifi120,Kilifi116
K67762,Kilifi127,Kilifi145,Kilifi132,Kilifi121,Kilifi115,Kilifi144,Kilifi140,Kilifi138,Kilifi133,Kilifi127,Kilifi123,Kilifi121,Kilifi120,Kilifi116
K67814,Kilifi128,Kilifi146,Kilifi133,Kilifi116,Kilifi110,Kilifi145,Kilifi141,Kilifi139,Kilifi134,Kilifi128,Kilifi124,Kilifi122,Kilifi121,Kilifi117
K67865,Kilifi129,Kilifi147,Kilifi134,Kilifi119,Kilifi113,Kilifi146,Kilifi142,Kilifi140,Kilifi135,Kilifi129,Kilifi125,Kilifi123,Kilifi122,Kilifi118
K68009,Kilifi130,Kilifi148,Kilifi135,Kilifi122,Kilifi116,Kilifi147,Kilifi143,Kilifi141,Kilifi136,Kilifi130,Kilifi126,Kilifi124,Kilifi123,Kilifi119
K68745,Kilifi132,Kilifi150,Kilifi137,Kilifi124,Kilifi118,Kilifi149,Kilifi145,Kilifi143,Kilifi138,Kilifi132,Kilifi128,Kilifi126,Kilifi125,Kilifi121
K68879,Kilifi133,Kilifi151,Kilifi138,Kilifi125,Kilifi119,Kilifi150,Kilifi146,Kilifi144,Kilifi139,Kilifi133,Kilifi129,Kilifi127,Kilifi126,Kilifi122
K69564,Kilifi134,Kilifi152,Kilifi139,Kilifi126,Kilifi120,Kilifi151,Kilifi147,Kilifi145,Kilifi140,Kilifi134,Kilifi130,Kilifi128,Kilifi127,Kilifi123
K69206,Kilifi134,Kilifi153,Kilifi140,Kilifi126,Kilifi120,Kilifi151,Kilifi147,Kilifi145,Kilifi140,Kilifi134,Kilifi130,Kilifi128,Kilifi127,Kilifi123
K69687,Kilifi134,Kilifi154,Kilifi139,Kilifi126,Kilifi120,Kilifi151,Kilifi147,Kilifi145,Kilifi140,Kilifi134,Kilifi130,Kilifi128,Kilifi127,Kilifi123
K69728,Kilifi134,Kilifi154,Kilifi139,Kilifi126,Kilifi120,Kilifi151,Kilifi147,Kilifi145,Kilifi140,Kilifi134,Kilifi130,Kilifi128,Kilifi127,Kilifi123
K70650,Kilifi135,Kilifi155,Kilifi141,Kilifi127,Kilifi121,Kilifi152,Kilifi148,Kilifi146,Kilifi141,Kilifi135,Kilifi131,Kilifi129,Kilifi128,Kilifi124
K70875,Kilifi136,Kilifi156,Kilifi142,Kilifi128,Kilifi122,Kilifi153,Kilifi149,Kilifi147,Kilifi142,Kilifi136,Kilifi132,Kilifi130,Kilifi129,Kilifi125
K71359,Kilifi137,Kilifi157,Kilifi143,Kilifi129,Kilifi123,Kilifi154,Kilifi150,Kilifi148,Kilifi143,Kilifi137,Kilifi133,Kilifi131,Kilifi130,Kilifi126
K75028,Kilifi139,Kilifi159,Kilifi145,Kilifi131,Kilifi125,Kilifi156,Kilifi152,Kilifi150,Kilifi145,Kilifi139,Kilifi135,Kilifi133,Kilifi132,Kilifi128
K77559,Kilifi140,Kilifi160,Kilifi146,Kilifi132,Kilifi126,Kilifi157,Kilifi153,Kilifi151,Kilifi146,Kilifi140,Kilifi136,Kilifi134,Kilifi133,Kilifi129
K77837,Kilifi141,Kilifi161,Kilifi147,Kilifi133,Kilifi127,Kilifi158,Kilifi154,Kilifi152,Kilifi147,Kilifi141,Kilifi137,Kilifi135,Kilifi133,Kilifi129
K77856,Kilifi141,Kilifi161,Kilifi147,Kilifi133,Kilifi127,Kilifi159,Kilifi155,Kilifi153,Kilifi147,Kilifi141,Kilifi137,Kilifi135,Kilifi133,Kilifi129
K77867,Kilifi141,Kilifi161,Kilifi147,Kilifi133,Kilifi127,Kilifi160,Kilifi155,Kilifi153,Kilifi147,Kilifi141,Kilifi137,Kilifi135,Kilifi133,Kilifi129
K77982,Kilifi141,Kilifi161,Kilifi147,Kilifi133,Kilifi127,Kilifi159,Kilifi155,Kilifi153,Kilifi147,Kilifi141,Kilifi137,Kilifi135,Kilifi133,Kilifi129
K77986,Kilifi141,Kilifi161,Kilifi147,Kilifi133,Kilifi127,Kilifi159,Kilifi155,Kilifi153,Kilifi147,Kilifi141,Kilifi137,Kilifi135,Kilifi133,Kilifi129
K78020,Kilifi141,Kilifi161,Kilifi147,Kilifi133,Kilifi127,Kilifi161,Kilifi156,Kilifi154,Kilifi147,Kilifi141,Kilifi137,Kilifi135,Kilifi133,Kilifi129
K78037,Kilifi141,Kilifi161,Kilifi147,Kilifi133,Kilifi127,Kilifi163,Kilifi155,Kilifi153,Kilifi147,Kilifi141,Kilifi137,Kilifi135,Kilifi133,Kilifi129
K78150,Kilifi141,Kilifi161,Kilifi147,Kilifi133,Kilifi127,Kilifi164,Kilifi158,Kilifi156,Kilifi149,Kilifi141,Kilifi137,Kilifi135,Kilifi133,Kilifi129
K78028,Kilifi142,Kilifi162,Kilifi148,Kilifi134,Kilifi128,Kilifi162,Kilifi157,Kilifi155,Kilifi148,Kilifi142,Kilifi138,Kilifi136,Kilifi134,Kilifi130
K79771,Kilifi143,Kilifi163,Kilifi149,Kilifi135,Kilifi129,Kilifi165,Kilifi159,Kilifi157,Kilifi150,Kilifi143,Kilifi139,Kilifi137,Kilifi135,Kilifi131
K80181,Kilifi143,Kilifi163,Kilifi149,Kilifi135,Kilifi129,Kilifi165,Kilifi159,Kilifi157,Kilifi150,Kilifi143,Kilifi139,Kilifi137,Kilifi135,Kilifi131
K80409,Kilifi144,Kilifi164,Kilifi150,Kilifi136,Kilifi130,Kilifi166,Kilifi160,Kilifi158,Kilifi151,Kilifi144,Kilifi140,Kilifi138,Kilifi136,Kilifi132
K81045,Kilifi144,Kilifi165,Kilifi150,Kilifi136,Kilifi130,Kilifi167,Kilifi160,Kilifi158,Kilifi151,Kilifi144,Kilifi140,Kilifi138,Kilifi136,Kilifi132
K82187,Kilifi145,Kilifi166,Kilifi151,Kilifi137,Kilifi131,Kilifi168,Kilifi161,Kilifi159,Kilifi152,Kilifi145,Kilifi141,Kilifi139,Kilifi137,Kilifi133
K84586,Kilifi146,Kilifi167,Kilifi152,Kilifi138,Kilifi130,Kilifi169,Kilifi162,Kilifi160,Kilifi153,Kilifi146,Kilifi142,Kilifi140,Kilifi138,Kilifi134
K84588,Kilifi146,Kilifi167,Kilifi152,Kilifi138,Kilifi130,Kilifi172,Kilifi165,Kilifi163,Kilifi156,Kilifi146,Kilifi142,Kilifi140,Kilifi138,Kilifi134
K84774,Kilifi146,Kilifi167,Kilifi152,Kilifi138,Kilifi130,Kilifi172,Kilifi165,Kilifi163,Kilifi156,Kilifi146,Kilifi142,Kilifi140,Kilifi138,Kilifi134
K84249,Kilifi147,Kilifi168,Kilifi153,Kilifi139,Kilifi132,Kilifi170,Kilifi163,Kilifi161,Kilifi154,Kilifi147,Kilifi143,Kilifi141,Kilifi139,Kilifi135
