Genome Name,Cluster,Cluster7,Cluster14,Cluster56,Cluster365,Cluster1SNP,Cluster2SNP,Cluster3SNP,Cluster5SNP,Cluster10SNP,Cluster15SNP,Cluster20SNP,Cluster25SNP,Cluster50SNP
42070_2#34,ML5,ML6,ML6,ML5,ML5,ML8,ML5,ML5,ML5,ML5,ML5,ML5,ML5,ML5
42070_2#347,ML5,ML6,ML6,ML5,ML5,ML8,ML5,ML5,ML5,ML5,ML5,ML5,ML5,ML5
42070_2#351,ML5,ML6,ML6,ML5,ML5,ML8,ML5,ML5,ML5,ML5,ML5,ML5,ML5,ML5
42070_1#14,ML2,ML7,ML7,ML2,ML2,ML10,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_1#145,ML6,ML9,ML9,ML6,ML6,ML11,ML6,ML6,ML6,ML6,ML6,ML6,ML6,ML6
42070_1#177,ML2,ML16,ML5,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_1#179,ML2,ML16,ML5,ML2,ML2,ML18,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_1#181,ML2,ML16,ML5,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_1#183,ML2,ML16,ML5,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_1#155,ML2,ML11,ML10,ML2,ML2,ML13,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_1#157,ML2,ML11,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#245,ML2,ML11,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#251,ML2,ML11,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#253,ML2,ML11,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#277,ML2,ML11,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#279,ML2,ML11,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#281,ML2,ML11,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#283,ML2,ML11,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#287,ML2,ML11,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#305,ML2,ML11,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#309,ML2,ML11,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#311,ML2,ML11,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#313,ML2,ML11,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#59,ML2,ML11,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#223,ML2,ML11,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#241,ML2,ML11,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_1#162,ML7,ML12,ML11,ML7,ML7,ML14,ML8,ML8,ML7,ML7,ML7,ML7,ML7,ML7
42070_1#168,ML8,ML13,ML12,ML8,ML1,ML15,ML9,ML9,ML8,ML8,ML8,ML8,ML8,ML8
42070_1#173,ML9,ML14,ML13,ML9,ML8,ML16,ML10,ML10,ML9,ML9,ML9,ML9,ML9,ML9
42070_2#144,ML9,ML72,ML13,ML9,ML8,ML16,ML10,ML10,ML9,ML9,ML9,ML9,ML9,ML9
42070_2#162,ML9,ML72,ML13,ML9,ML8,ML74,ML65,ML62,ML9,ML9,ML9,ML9,ML9,ML9
42070_2#194,ML9,ML72,ML13,ML9,ML8,ML16,ML10,ML10,ML9,ML9,ML9,ML9,ML9,ML9
42070_2#202,ML9,ML72,ML13,ML9,ML8,ML16,ML10,ML10,ML9,ML9,ML9,ML9,ML9,ML9
42070_2#204,ML9,ML72,ML13,ML9,ML8,ML16,ML10,ML10,ML9,ML9,ML9,ML9,ML9,ML9
42070_2#208,ML9,ML72,ML13,ML9,ML8,ML16,ML10,ML10,ML9,ML9,ML9,ML9,ML9,ML9
42070_2#320,ML9,ML14,ML13,ML9,ML8,ML16,ML10,ML10,ML9,ML9,ML9,ML9,ML9,ML9
42070_1#175,ML10,ML15,ML14,ML10,ML9,ML17,ML11,ML11,ML10,ML10,ML10,ML10,ML10,ML10
42070_1#18,ML11,ML17,ML15,ML11,ML10,ML19,ML12,ML12,ML11,ML11,ML11,ML11,ML11,ML11
42070_1#187,ML12,ML18,ML16,ML12,ML11,ML20,ML13,ML13,ML12,ML12,ML12,ML12,ML12,ML12
42070_1#189,ML12,ML18,ML16,ML12,ML11,ML20,ML13,ML13,ML12,ML12,ML12,ML12,ML12,ML12
42070_1#219,ML12,ML24,ML16,ML12,ML11,ML20,ML13,ML13,ML12,ML12,ML12,ML12,ML12,ML12
42070_1#221,ML12,ML24,ML16,ML12,ML11,ML20,ML13,ML13,ML12,ML12,ML12,ML12,ML12,ML12
42070_1#243,ML12,ML24,ML16,ML12,ML11,ML20,ML13,ML13,ML12,ML12,ML12,ML12,ML12,ML12
42070_1#247,ML12,ML24,ML16,ML12,ML11,ML20,ML13,ML13,ML12,ML12,ML12,ML12,ML12,ML12
42070_1#31,ML12,ML24,ML16,ML12,ML11,ML47,ML40,ML38,ML12,ML12,ML12,ML12,ML12,ML12
42070_1#57,ML12,ML24,ML16,ML12,ML11,ML62,ML13,ML13,ML12,ML12,ML12,ML12,ML12,ML12
42070_1#61,ML12,ML24,ML16,ML12,ML11,ML20,ML13,ML13,ML12,ML12,ML12,ML12,ML12,ML12
42070_1#83,ML12,ML24,ML16,ML12,ML11,ML20,ML13,ML13,ML12,ML12,ML12,ML12,ML12,ML12
42139_1#286,ML12,ML18,ML16,ML12,ML11,ML20,ML13,ML13,ML12,ML12,ML12,ML12,ML12,ML12
42070_1#191,ML13,ML19,ML17,ML13,ML12,ML21,ML14,ML14,ML13,ML13,ML13,ML13,ML13,ML13
42070_1#197,ML14,ML20,ML18,ML14,ML13,ML22,ML15,ML15,ML14,ML14,ML14,ML14,ML14,ML14
42070_1#196,ML15,ML21,ML19,ML15,ML14,ML23,ML16,ML16,ML15,ML15,ML15,ML15,ML15,ML15
42070_1#201,ML16,ML22,ML20,ML16,ML15,ML24,ML17,ML17,ML16,ML16,ML16,ML16,ML16,ML14
42070_1#203,ML16,ML22,ML20,ML16,ML15,ML24,ML17,ML17,ML16,ML16,ML16,ML16,ML16,ML14
42070_1#211,ML9,ML23,ML21,ML9,ML8,ML16,ML10,ML10,ML9,ML9,ML9,ML9,ML9,ML9
42070_1#325,ML9,ML49,ML21,ML9,ML8,ML16,ML10,ML10,ML9,ML9,ML9,ML9,ML9,ML9
42070_1#345,ML9,ML49,ML21,ML9,ML8,ML16,ML10,ML10,ML9,ML9,ML9,ML9,ML9,ML9
42070_1#353,ML9,ML54,ML21,ML9,ML8,ML16,ML10,ML10,ML9,ML9,ML9,ML9,ML9,ML9
42070_1#22,ML17,ML25,ML22,ML17,ML5,ML25,ML18,ML18,ML17,ML17,ML17,ML17,ML17,ML16
42070_1#28,ML17,ML25,ML22,ML17,ML5,ML37,ML30,ML18,ML17,ML17,ML17,ML17,ML17,ML16
42070_1#339,ML17,ML25,ML22,ML17,ML5,ML25,ML18,ML18,ML17,ML17,ML17,ML17,ML17,ML16
42070_1#363,ML17,ML25,ML22,ML17,ML5,ML25,ML18,ML18,ML17,ML17,ML17,ML17,ML17,ML16
42070_1#52,ML17,ML25,ML22,ML17,ML5,ML61,ML53,ML51,ML17,ML17,ML17,ML17,ML17,ML16
42070_1#236,ML1,ML30,ML23,ML1,ML1,ML30,ML23,ML1,ML1,ML1,ML1,ML1,ML1,ML1
42070_1#227,ML18,ML27,ML24,ML18,ML2,ML26,ML19,ML19,ML18,ML18,ML18,ML18,ML18,ML17
42070_1#231,ML18,ML28,ML24,ML18,ML2,ML28,ML21,ML21,ML18,ML18,ML18,ML18,ML18,ML17
42070_1#235,ML19,ML29,ML25,ML19,ML16,ML29,ML22,ML22,ML20,ML19,ML19,ML19,ML19,ML18
42070_1#237,ML20,ML31,ML26,ML20,ML17,ML31,ML24,ML23,ML21,ML20,ML20,ML20,ML20,ML19
42070_1#241,ML21,ML32,ML27,ML21,ML18,ML32,ML25,ML24,ML22,ML21,ML21,ML21,ML21,ML20
42070_1#253,ML22,ML33,ML28,ML22,ML19,ML33,ML26,ML25,ML23,ML22,ML22,ML22,ML22,ML21
42070_1#259,ML23,ML34,ML29,ML23,ML20,ML34,ML27,ML26,ML24,ML23,ML23,ML23,ML23,ML22
42070_1#263,ML24,ML35,ML30,ML24,ML21,ML35,ML28,ML27,ML25,ML24,ML24,ML24,ML24,ML23
42070_1#271,ML25,ML36,ML31,ML25,ML22,ML36,ML29,ML28,ML26,ML25,ML25,ML25,ML25,ML24
42070_1#281,ML26,ML37,ML32,ML26,ML23,ML38,ML31,ML29,ML27,ML26,ML26,ML26,ML26,ML25
42070_1#283,ML26,ML37,ML32,ML26,ML23,ML39,ML32,ML30,ML27,ML26,ML26,ML26,ML26,ML25
42070_1#287,ML27,ML38,ML33,ML27,ML24,ML40,ML33,ML31,ML28,ML27,ML27,ML27,ML27,ML26
42070_1#30,ML28,ML39,ML34,ML28,ML8,ML41,ML34,ML32,ML29,ML28,ML28,ML28,ML28,ML27
42070_1#3,ML29,ML40,ML35,ML3,ML3,ML42,ML35,ML33,ML30,ML29,ML29,ML29,ML29,ML28
42070_1#45,ML29,ML60,ML53,ML3,ML3,ML59,ML35,ML33,ML30,ML29,ML29,ML29,ML29,ML28
42070_1#47,ML29,ML60,ML53,ML3,ML3,ML42,ML35,ML33,ML30,ML29,ML29,ML29,ML29,ML28
42070_1#7,ML29,ML62,ML55,ML3,ML3,ML63,ML54,ML52,ML47,ML29,ML29,ML29,ML29,ML28
42070_1#302,ML30,ML41,ML36,ML29,ML25,ML43,ML36,ML34,ML31,ML30,ML30,ML30,ML30,ML29
42070_1#317,ML30,ML41,ML36,ML29,ML25,ML43,ML36,ML34,ML31,ML30,ML30,ML30,ML30,ML29
42070_1#303,ML31,ML42,ML37,ML30,ML26,ML44,ML37,ML35,ML32,ML31,ML31,ML31,ML31,ML30
42070_1#307,ML32,ML43,ML38,ML31,ML27,ML45,ML38,ML36,ML33,ML32,ML32,ML32,ML21,ML20
42070_1#315,ML34,ML45,ML40,ML33,ML29,ML48,ML41,ML39,ML35,ML34,ML34,ML34,ML33,ML32
42070_1#333,ML34,ML45,ML40,ML33,ML29,ML48,ML41,ML39,ML35,ML34,ML34,ML34,ML33,ML32
42070_1#356,ML34,ML45,ML40,ML33,ML29,ML48,ML41,ML39,ML35,ML34,ML34,ML34,ML33,ML32
42070_1#357,ML34,ML45,ML40,ML33,ML29,ML48,ML41,ML39,ML35,ML34,ML34,ML34,ML33,ML32
42070_1#320,ML35,ML46,ML41,ML34,ML15,ML49,ML42,ML40,ML36,ML35,ML35,ML35,ML34,ML33
42070_1#318,ML36,ML47,ML42,ML35,ML30,ML50,ML43,ML41,ML37,ML36,ML36,ML36,ML35,ML34
42070_1#4,ML36,ML58,ML51,ML35,ML30,ML50,ML43,ML41,ML37,ML36,ML36,ML36,ML35,ML34
42070_1#324,ML37,ML48,ML43,ML36,ML31,ML51,ML44,ML42,ML38,ML37,ML37,ML37,ML36,ML35
42070_1#352,ML37,ML52,ML46,ML36,ML31,ML51,ML44,ML42,ML38,ML37,ML37,ML37,ML36,ML35
42070_2#294,ML9,ML49,ML21,ML9,ML8,ML16,ML10,ML10,ML9,ML9,ML9,ML9,ML9,ML9
42070_2#36,ML9,ML49,ML21,ML9,ML8,ML16,ML10,ML10,ML9,ML9,ML9,ML9,ML9,ML9
42070_2#38,ML9,ML49,ML21,ML9,ML8,ML16,ML10,ML10,ML9,ML9,ML9,ML9,ML9,ML9
42070_2#42,ML9,ML49,ML21,ML9,ML8,ML16,ML10,ML10,ML9,ML9,ML9,ML9,ML9,ML9
42070_2#68,ML9,ML49,ML21,ML9,ML8,ML16,ML10,ML10,ML9,ML9,ML9,ML9,ML9,ML9
42070_2#72,ML9,ML49,ML21,ML9,ML8,ML16,ML10,ML10,ML9,ML9,ML9,ML9,ML9,ML9
42070_2#76,ML9,ML67,ML21,ML9,ML8,ML16,ML10,ML10,ML9,ML9,ML9,ML9,ML9,ML9
42070_1#326,ML38,ML50,ML44,ML37,ML32,ML52,ML45,ML43,ML39,ML38,ML38,ML38,ML37,ML36
42070_1#332,ML39,ML51,ML45,ML38,ML33,ML53,ML46,ML44,ML40,ML39,ML39,ML39,ML38,ML37
42070_1#348,ML40,ML53,ML47,ML39,ML34,ML54,ML47,ML45,ML41,ML40,ML40,ML40,ML39,ML38
42070_1#36,ML41,ML55,ML48,ML35,ML30,ML55,ML48,ML46,ML42,ML41,ML41,ML41,ML40,ML39
42070_1#361,ML42,ML56,ML49,ML40,ML2,ML56,ML49,ML47,ML43,ML42,ML42,ML42,ML41,ML40
42070_1#39,ML43,ML57,ML50,ML41,ML35,ML57,ML50,ML48,ML44,ML43,ML43,ML43,ML42,ML41
42070_1#43,ML44,ML59,ML52,ML42,ML36,ML58,ML51,ML49,ML45,ML44,ML44,ML44,ML43,ML42
42070_1#48,ML45,ML61,ML54,ML43,ML37,ML60,ML52,ML50,ML46,ML45,ML45,ML45,ML44,ML43
42070_1#73,ML46,ML63,ML56,ML44,ML38,ML64,ML55,ML53,ML48,ML46,ML46,ML46,ML45,ML44
42070_1#88,ML47,ML64,ML57,ML28,ML8,ML65,ML56,ML54,ML49,ML47,ML47,ML47,ML46,ML45
42070_2#205,ML47,ML83,ML57,ML28,ML8,ML65,ML56,ML54,ML49,ML47,ML47,ML47,ML46,ML45
42070_1#87,ML48,ML65,ML58,ML45,ML33,ML66,ML57,ML55,ML50,ML48,ML48,ML48,ML47,ML46
42070_1#9,ML49,ML66,ML59,ML46,ML39,ML67,ML58,ML56,ML51,ML49,ML49,ML49,ML48,ML47
42070_2#104,ML9,ML67,ML21,ML9,ML8,ML16,ML10,ML10,ML9,ML9,ML9,ML9,ML9,ML9
42070_2#106,ML9,ML67,ML21,ML9,ML8,ML16,ML10,ML10,ML9,ML9,ML9,ML9,ML9,ML9
42070_2#140,ML9,ML67,ML21,ML9,ML8,ML16,ML10,ML10,ML9,ML9,ML9,ML9,ML9,ML9
42070_2#166,ML9,ML72,ML13,ML9,ML8,ML16,ML10,ML10,ML9,ML9,ML9,ML9,ML9,ML9
42070_2#110,ML50,ML68,ML60,ML47,ML18,ML69,ML60,ML57,ML52,ML50,ML50,ML50,ML49,ML48
42070_2#142,ML50,ML68,ML60,ML47,ML18,ML69,ML60,ML57,ML52,ML50,ML50,ML50,ML49,ML48
42070_2#114,ML2,ML69,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#116,ML2,ML69,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#120,ML2,ML69,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#124,ML2,ML69,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#126,ML2,ML69,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#128,ML2,ML69,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#148,ML2,ML69,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#152,ML2,ML74,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#248,ML2,ML69,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#252,ML2,ML69,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#256,ML2,ML69,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#28,ML2,ML74,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#32,ML2,ML74,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#338,ML2,ML74,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#339,ML2,ML74,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#340,ML2,ML74,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#357,ML2,ML74,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#358,ML2,ML74,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#360,ML2,ML74,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#50,ML2,ML74,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#60,ML2,ML69,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#12,ML51,ML70,ML61,ML48,ML40,ML70,ML61,ML58,ML53,ML51,ML51,ML51,ML50,ML10
42070_2#263,ML51,ML70,ML61,ML48,ML40,ML90,ML61,ML58,ML53,ML51,ML51,ML51,ML50,ML10
42070_2#267,ML51,ML94,ML61,ML48,ML40,ML70,ML61,ML58,ML53,ML51,ML51,ML51,ML50,ML10
42070_2#291,ML51,ML98,ML61,ML48,ML40,ML70,ML61,ML58,ML53,ML51,ML51,ML51,ML50,ML10
42070_2#295,ML51,ML98,ML61,ML48,ML40,ML70,ML61,ML58,ML53,ML51,ML51,ML51,ML50,ML10
42070_2#299,ML51,ML98,ML61,ML48,ML40,ML70,ML61,ML58,ML53,ML51,ML51,ML51,ML50,ML10
42070_2#342,ML51,ML70,ML61,ML48,ML40,ML70,ML61,ML58,ML53,ML51,ML51,ML51,ML50,ML10
42070_2#343,ML51,ML70,ML61,ML48,ML40,ML70,ML61,ML58,ML53,ML51,ML51,ML51,ML50,ML10
42070_2#345,ML51,ML70,ML61,ML48,ML40,ML70,ML61,ML58,ML53,ML51,ML51,ML51,ML50,ML10
42070_2#4,ML51,ML98,ML61,ML48,ML40,ML70,ML61,ML58,ML53,ML51,ML51,ML51,ML50,ML10
42070_2#6,ML51,ML98,ML61,ML48,ML40,ML70,ML61,ML58,ML53,ML51,ML51,ML51,ML50,ML10
42070_2#52,ML2,ML74,ML10,ML2,ML2,ML112,ML99,ML95,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#54,ML2,ML74,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#135,ML52,ML71,ML62,ML5,ML5,ML71,ML62,ML59,ML54,ML52,ML52,ML52,ML51,ML49
42070_2#56,ML2,ML74,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#149,ML2,ML73,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#155,ML2,ML73,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#185,ML2,ML81,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#187,ML2,ML81,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#189,ML2,ML81,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#191,ML2,ML81,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#213,ML2,ML11,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#215,ML2,ML11,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#217,ML2,ML11,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#219,ML2,ML11,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#221,ML2,ML11,ML10,ML2,ML2,ML4,ML2,ML2,ML2,ML2,ML2,ML2,ML2,ML2
42070_2#154,ML53,ML75,ML63,ML49,ML41,ML72,ML63,ML60,ML55,ML53,ML53,ML53,ML52,ML50
42070_2#179,ML53,ML79,ML63,ML49,ML41,ML72,ML63,ML60,ML55,ML53,ML53,ML53,ML52,ML50
42070_2#180,ML53,ML79,ML63,ML49,ML41,ML72,ML63,ML60,ML55,ML53,ML53,ML53,ML52,ML50
42070_2#182,ML53,ML79,ML63,ML49,ML41,ML77,ML63,ML60,ML55,ML53,ML53,ML53,ML52,ML50
42070_2#184,ML53,ML79,ML63,ML49,ML41,ML79,ML69,ML66,ML55,ML53,ML53,ML53,ML52,ML50
42070_2#255,ML53,ML79,ML63,ML49,ML41,ML72,ML63,ML60,ML55,ML53,ML53,ML53,ML52,ML50
42070_2#316,ML53,ML79,ML63,ML49,ML41,ML72,ML63,ML60,ML55,ML53,ML53,ML53,ML52,ML50
42070_2#158,ML54,ML76,ML64,ML49,ML41,ML73,ML64,ML61,ML56,ML54,ML54,ML54,ML53,ML51
42070_2#216,ML54,ML76,ML64,ML49,ML41,ML73,ML64,ML61,ML56,ML54,ML54,ML54,ML53,ML51
42070_2#165,ML55,ML77,ML65,ML50,ML42,ML75,ML66,ML63,ML57,ML55,ML55,ML55,ML54,ML52
42070_2#170,ML56,ML78,ML66,ML51,ML43,ML76,ML67,ML64,ML58,ML56,ML56,ML56,ML55,ML53
42070_2#183,ML57,ML80,ML67,ML52,ML44,ML78,ML68,ML65,ML59,ML57,ML57,ML57,ML56,ML54
42070_2#2,ML58,ML82,ML68,ML53,ML45,ML80,ML70,ML67,ML60,ML58,ML58,ML58,ML57,ML55
42070_2#220,ML59,ML84,ML69,ML54,ML46,ML81,ML71,ML68,ML61,ML59,ML59,ML59,ML58,ML56
42070_2#275,ML59,ML96,ML69,ML54,ML46,ML81,ML71,ML68,ML61,ML59,ML59,ML59,ML58,ML56
42070_2#222,ML60,ML85,ML70,ML55,ML47,ML82,ML72,ML69,ML62,ML60,ML60,ML60,ML59,ML57
42070_2#229,ML61,ML86,ML71,ML56,ML48,ML83,ML73,ML70,ML63,ML61,ML61,ML61,ML60,ML58
42070_2#227,ML61,ML86,ML71,ML56,ML48,ML83,ML73,ML70,ML63,ML61,ML61,ML61,ML60,ML58
42070_2#230,ML62,ML87,ML72,ML47,ML18,ML84,ML74,ML71,ML64,ML62,ML62,ML62,ML61,ML59
42070_2#238,ML62,ML87,ML72,ML47,ML18,ML84,ML74,ML71,ML64,ML62,ML62,ML62,ML61,ML59
42070_2#232,ML63,ML88,ML73,ML57,ML49,ML85,ML75,ML72,ML65,ML63,ML63,ML63,ML62,ML60
42070_2#236,ML64,ML89,ML74,ML58,ML27,ML86,ML76,ML73,ML66,ML64,ML64,ML64,ML63,ML59
42070_2#240,ML65,ML90,ML75,ML59,ML50,ML87,ML77,ML74,ML67,ML65,ML65,ML65,ML64,ML61
42139_1#237,ML65,ML184,ML161,ML59,ML50,ML178,ML77,ML74,ML67,ML65,ML65,ML65,ML64,ML61
42139_1#259,ML65,ML184,ML161,ML59,ML50,ML178,ML77,ML74,ML67,ML65,ML65,ML65,ML64,ML61
42070_2#244,ML66,ML91,ML76,ML60,ML51,ML88,ML78,ML75,ML68,ML66,ML66,ML66,ML65,ML62
42070_2#260,ML67,ML92,ML77,ML61,ML52,ML89,ML79,ML76,ML69,ML67,ML67,ML67,ML66,ML63
42070_2#264,ML68,ML93,ML78,ML62,ML53,ML91,ML80,ML77,ML70,ML68,ML68,ML68,ML67,ML64
42070_2#273,ML59,ML95,ML79,ML54,ML46,ML93,ML71,ML68,ML61,ML59,ML59,ML59,ML58,ML56
42070_2#286,ML69,ML97,ML80,ML63,ML3,ML94,ML81,ML78,ML71,ML69,ML69,ML69,ML3,ML3
42070_2#3,ML70,ML99,ML81,ML64,ML54,ML95,ML82,ML79,ML72,ML70,ML70,ML70,ML68,ML65
42070_2#306,ML71,ML100,ML82,ML65,ML55,ML96,ML83,ML80,ML73,ML71,ML71,ML71,ML69,ML66
42070_2#307,ML72,ML101,ML83,ML66,ML3,ML97,ML84,ML81,ML74,ML72,ML72,ML72,ML70,ML67
42070_2#317,ML73,ML102,ML84,ML67,ML56,ML98,ML85,ML82,ML75,ML73,ML73,ML73,ML71,ML68
42070_2#325,ML74,ML103,ML85,ML48,ML40,ML100,ML87,ML83,ML76,ML74,ML74,ML74,ML72,ML69
42070_2#326,ML75,ML104,ML86,ML68,ML57,ML101,ML88,ML84,ML77,ML75,ML75,ML75,ML73,ML70
42070_2#336,ML76,ML105,ML87,ML69,ML58,ML102,ML89,ML85,ML78,ML76,ML76,ML76,ML74,ML71
42070_2#35,ML77,ML106,ML88,ML70,ML59,ML103,ML90,ML86,ML79,ML77,ML77,ML77,ML75,ML72
42070_2#359,ML78,ML107,ML89,ML71,ML41,ML104,ML91,ML87,ML80,ML78,ML78,ML78,ML76,ML73
42070_2#362,ML80,ML109,ML91,ML73,ML61,ML106,ML93,ML89,ML82,ML80,ML80,ML80,ML78,ML75
42070_2#44,ML84,ML113,ML95,ML77,ML65,ML110,ML97,ML93,ML86,ML84,ML84,ML84,ML82,ML79
42070_2#5,ML85,ML114,ML96,ML78,ML66,ML111,ML98,ML94,ML87,ML85,ML85,ML85,ML83,ML80
42070_2#9,ML85,ML114,ML96,ML78,ML66,ML111,ML98,ML94,ML87,ML85,ML85,ML85,ML83,ML80
42070_2#62,ML86,ML115,ML97,ML79,ML67,ML113,ML100,ML96,ML88,ML86,ML86,ML86,ML84,ML81
42092_1#146,ML88,ML117,ML99,ML81,ML69,ML116,ML103,ML98,ML90,ML88,ML88,ML88,ML86,ML83
42092_1#84,ML88,ML131,ML111,ML81,ML69,ML118,ML105,ML98,ML90,ML88,ML88,ML88,ML86,ML83
42092_1#148,ML89,ML118,ML100,ML82,ML70,ML117,ML104,ML99,ML91,ML89,ML89,ML89,ML87,ML84
42092_1#20,ML88,ML119,ML101,ML81,ML69,ML118,ML105,ML98,ML90,ML88,ML88,ML88,ML86,ML83
42092_1#22,ML88,ML119,ML101,ML81,ML69,ML118,ML105,ML98,ML90,ML88,ML88,ML88,ML86,ML83
42092_1#28,ML88,ML119,ML101,ML81,ML69,ML125,ML112,ML106,ML90,ML88,ML88,ML88,ML86,ML83
42092_1#30,ML88,ML119,ML101,ML81,ML69,ML118,ML105,ML98,ML90,ML88,ML88,ML88,ML86,ML83
42092_2#41,ML88,ML165,ML101,ML81,ML69,ML118,ML105,ML98,ML90,ML88,ML88,ML88,ML86,ML83
42139_1#202,ML88,ML119,ML101,ML81,ML69,ML118,ML105,ML98,ML90,ML88,ML88,ML88,ML86,ML83
